name,industry2_code,Unnamed: 0,amount,amplitude,chg,current,current_year_percent,dividend_yield,first_percent,float_market_capital,float_shares,followers,has_follow,income_cagr,issue_date_ts,lot_size,main_net_inflows,market_capital,net_profit_cagr,pb,pb_ttm,pcf,pe_ttm,percent,percent5m,ps,roe_ttm,symbol,tick_size,total_percent,total_shares,turnover_rate,type,volume,volume_ratio
朗博科技,S2802,129,35754224.0,2.59,-0.98,23.31,5.67,0.3,43.96,792540000,34000000,3356.0,False,-13.87719173048099,1514476800000,100,-1247958.0,2470860000,-30.72247449999303,4.983,,,120.273,-4.03,-0.26,,4.188933335659639,SH603655,0.01,204.66,106000000,4.52,11,1536567.0,0.47
神驰机电,S2802,130,139803348.0,4.26,-1.76,38.89,46.92,0.578,44.02,1426096300,36670000,2476.0,False,5.360037954904895,1577721600000,100,1782400.0,5703996300,26.84083179444534,4.486,,,48.15,-4.33,-0.97,,,SH603109,0.01,80.42,146670000,9.65,11,3538026.0,0.59
长春一东,S2802,131,56352552.0,5.45,-0.64,13.3,-0.3,0.8230000000000001,0.0,1882168785,141516450,22337.0,False,8.306231450588108,895593600000,100,-1429203.0,1882168785,22.4359484711298,4.196,,,79.304,-4.59,-0.6000000000000001,,5.433680768496663,SH600148,0.01,161.47,141516450,2.93,11,4150800.0,1.03
新泉股份,S2802,132,57741561.0,4.24,-0.9,18.68,31.15,1.604,43.97,5493276430,294072614,8120.0,False,-4.793326965067946,1489680000000,100,-207856.0,5493276430,-23.8137459201728,3.33,,,33.93,-4.6,-0.27,,9.59038687512958,SH603179,0.01,119.66,294072614,1.04,11,3066156.0,2.14
ST天雁B,S2802,133,45737.0,3.13,-0.006,0.122,-33.7,0.0,0.0,28060000,230000000,3198.0,False,-15.48781207232122,866476800000,100,0.0,129858024,,1.22,,,84.309,-4.69,0.0,,1.742176342115795,SH900946,0.001,-78.23,1064410032,0.16,11,371700.0,0.8
ST天雁,S2802,134,23379257.0,5.56,-0.11,2.05,-29.79,0.0,143.26,1512029219,737575229,21746.0,False,-15.48781207232122,755107200000,100,-2318963.0,2182040566,,2.847,,,199.378,-5.09,0.0,,1.742176342115795,SH600698,0.01,-29.03,1064410032,1.53,11,11259409.0,2.07
艾可蓝,S2802,135,198520788.0,9.48,-3.28,52.32,157.99,0.471,43.98,1046000000,20000000,2515.0,False,11.31709142563029,1581264000000,100,-20309641.0,4184000000,20.50004619845007,6.096,,,43.526,-5.9,0.11,,,SZ300816,0.01,126.79,80000000,18.55,11,3709898.0,1.06
泉峰汽车,S2802,136,137598399.0,6.11,-2.49,22.38,19.49,0.659,44.02,1119000000,50000000,5493.0,False,6.448711949402064,1558454400000,100,10536366.23999999,4476000000,-9.725027817857478,3.033,,,56.591,-10.01,0.0,,6.530012706816059,SH603982,0.01,93.7,200000000,12.07,11,6032526.0,0.42
阿尔特,S2803,0,491924946.0,9.59,1.0,20.49,233.71,0.0,43.97,1567271650,76415000,3921.0,False,11.34366282417134,1585238400000,100,25145719.0,6269060819,14.38419497731982,4.558,,,56.382,5.13,-0.34,,,SZ300825,0.01,162.96,305658743,31.75,11,24269128.0,1.14
ST庞大,S2803,1,38929095.0,4.8,0.04,1.29,-7.86,0.0,-23.16,13193120340,10227225070,52388.0,False,-36.6055641555668,1303920000000,100,6618132.0,13193120340,-44.76677916526276,1.277,,,29.672,3.2,0.0,,5.476835872376392,SH601258,0.01,-82.07,10227225070,0.3,11,30596679.0,1.68
广汇汽车,S2803,2,83537458.0,4.53,0.09,3.4,4.29,0.0,209.69,27575025950,8110301750,23966.0,False,-10.03866886893748,974304000000,100,9636214.0,27737301490,,0.736,,,19.783,2.72,-0.29,,3.722036257959202,SH600297,0.01,-30.3,8158029850,0.31,11,25023132.0,1.05
大东方,S2803,3,33006114.0,2.99,0.06,3.74,6.25,4.905,91.38,3309075397,884779518,20179.0,False,-15.37879169093023,1024934400000,100,3697403.0,3309075397,-32.97999621588288,0.987,,,23.729,1.63,-0.27,,4.436960100810108,SH600327,0.01,137.36,884779518,1.0,11,8887797.0,2.04
国机汽车,S2803,4,20854861.0,2.92,0.07,4.87,-16.03,1.253,204.5,5014818396,1029736837,13723.0,False,-16.51528069185869,983721600000,100,1520041.0,7094982959,-69.9299364798386,0.7010000000000001,,,25.524,1.46,-0.61,,3.0430081008271,SH600335,0.01,35.94,1456875351,0.42,11,4309397.0,1.56
中国汽研,S2803,5,35507695.0,4.01,0.09,8.57,3.5,2.948,-7.56,8266392898,964573267,13846.0,False,4.029120325455771,1339344000000,100,-321872.0,8310015055,-6.555272368526266,1.747,,,19.152,1.06,-0.12,,9.324082615392552,SH601965,0.01,85.98,969663367,0.43,11,4108780.0,1.54
特力B,S2803,6,194338.0,1.4,-0.02,4.28,-22.88,1.071,-87.34,163072800,38280000,863.0,False,5.590794856624903,740592000000,100,0.0,1836308443,-1.70089514516093,1.319,,,8.134,-0.47,0.0,,17.6472467250653,SZ200025,0.01,1561.51,431058320,0.12,11,45430.0,0.62
中国中期,S2803,7,24049425.0,1.23,-0.04,8.06,-23.96,0.0,144.69,2780700000,345000000,26234.0,False,-10.33745915888068,963849600000,100,-1339881.0,2780700000,,5.841,,,325.363,-0.49,-0.12,,1.666331490590989,SZ000996,0.01,64.38,345000000,0.87,11,2991762.0,0.61
东方时尚,S2803,8,22960129.0,1.78,-0.1,15.08,-17.42,1.3,44.02,8867040000,588000000,6404.0,False,-32.87948727565596,1454601600000,100,2244939.0,8867040000,,5.178,,,52.117,-0.66,0.07,,9.93003007658273,SH603377,0.01,13.71,588000000,0.26,11,1519020.0,1.44
漳州发展,S2803,9,9727259.0,1.8,-0.03,2.75,-8.03,0.0,0.0,2716658135,991481071,18156.0,False,-6.272452548197982,867254400000,100,-2617074.0,2716658135,11.275415747359,1.151,,,25.303,-1.08,0.0,,4.614141946816379,SZ000753,0.01,44.47,991481071,0.36,11,3539655.0,0.99
特力A,S2803,10,31963166.0,1.6,-0.21,17.88,-15.66,0.232,182.3,7022876362,392778320,43681.0,False,5.590794856624903,740592000000,100,-2109398.0,7707322762,-1.70089514516093,6.047,,,37.3,-1.16,0.0,,17.6472467250653,SZ000025,0.01,280.09,431058320,0.45,11,1780535.0,0.78
申华控股,S2803,11,10692007.0,2.16,-0.04,1.81,-11.27,0.0,,3522948374,1946380317,19381.0,False,-6.660811772127295,661536000000,100,-2242508.0,3522948374,,1.926,,,-11.64,-2.16,0.55,,-15.22055443676905,SH600653,0.01,,1946380317,0.3,11,5857772.0,1.63
ST电能,S2804,0,37746335.0,5.96,0.28,5.82,0.17,0.0,2088.0,3999981473,687282040,49010.0,False,-8.981353505177992,813513600000,100,-4721800.0,4784981065,10.33600229253993,14.55,,,56.2,5.05,0.0,,143.216845699647,SH600877,0.01,11.47,822161695,0.96,11,6625273.0,1.95
上海凤凰,S2804,1,26646294.0,6.74,0.25,11.08,-10.21,0.0,151.67,2555036333,230598947,27561.0,False,-17.40505553853599,750009600000,100,-778797.0,4456364333,,3.281,,,205.507,2.31,-0.18,,1.596867308733751,SH600679,0.01,54.74,402198947,1.04,11,2391328.0,1.52
新日股份,S2804,2,111836194.0,8.61,0.29,13.06,-5.57,0.927,44.01,2664240000,204000000,4992.0,False,-11.08129124629046,1493222400000,100,11370382.0,2664240000,,2.831,,,86.702,2.27,-0.8300000000000001,,3.231770358493705,SH603787,0.01,81.98,204000000,4.1,11,8368951.0,3.1
凤凰B股,S2804,3,158648.0,5.2,0.006,0.333,-25.67,0.0,67.9,57142800,171600000,3831.0,False,-17.40505553853599,753638400000,100,-1970.0,133932249,,0.683,,,43.188,1.83,0.0,,1.596867308733751,SH900916,0.001,30.49,402198947,0.28,11,474361.0,1.36
钱江摩托,S2804,4,47910942.0,3.02,0.15,10.75,-2.36,4.093,0.0,4875512000,453536000,25068.0,False,-6.068949120001843,926611200000,100,5616493.0,4875512000,45.26864648486261,1.796,,,21.22,1.42,-0.09,,8.806211843685768,SZ000913,0.01,332.56,453536000,0.98,11,4436801.0,1.74
建车B,S2804,5,135155.0,3.36,0.02,3.59,-22.13,0.0,8.8,107700000,30000000,2420.0,False,-15.67707339243003,806601600000,100,0.0,428556250,,2.659,,,-3.062,0.56,0.0,,-60.94081438799702,SZ200054,0.01,-74.41,119375000,0.11,11,37575.0,0.37
信隆健康,S2804,6,9455643.0,2.17,0.02,4.62,-21.69,2.155,160.29,1702470000,368500000,20968.0,False,-8.48217835269156,1168531200000,100,-948809.0,1702470000,-6.525239876729804,3.136,,,39.759,0.43,-0.22,,8.191199136106265,SZ002105,0.01,1.34,368500000,0.55,11,2038600.0,1.03
永安行,S2804,7,36095243.0,1.95,-0.04,17.41,1.81,1.04,43.99,2089404341,120011737,11933.0,False,-6.393406503203824,1502899200000,100,1732268.0,3265767800,-0.9557218552191601,1.196,,,6.527,-0.23,-0.29,,19.54264404027912,SH603776,0.01,7.65,187580000,1.72,11,2063340.0,1.33
春风动力,S2804,8,73798149.0,6.4,-0.43,49.6,17.26,0.798,44.02,3274535158,66018854,7347.0,False,22.55825810850007,1502985600000,100,9238783.0,6665158720,71.14771839563738,6.352,,,30.66,-0.86,-0.76,,21.44710297466915,SH603129,0.01,162.37,134378200,2.2,11,1449810.0,1.04
林海股份,S2804,9,9020434.0,1.61,-0.07,6.15,-7.38,0.643,0.0,1347588000,219120000,11877.0,False,-0.11924204789272,867945600000,100,-1555466.0,1347588000,,2.795,,,323.752,-1.13,0.0,,0.8683014947949861,SH600099,0.01,44.15,219120000,0.67,11,1462700.0,0.59
隆鑫通用,S2804,10,22653521.0,3.05,-0.05,3.56,-4.56,2.793,103.04,7310608986,2053541850,21423.0,False,-10.75701692172182,1344528000000,100,-3051441.0,7310608986,-30.23051783864488,1.038,,,13.869,-1.39,0.28,,7.736640494233027,SH603766,0.01,-4.67,2053541850,0.31,11,6324599.0,0.92
*ST中华A,S2804,11,17116566.0,4.88,-0.11,2.35,-48.01,0.0,244.0,712005369,302981008,14594.0,False,-42.7905530924743,701971200000,100,-2295991.0,1295667675,,235.0,,,-174.806,-4.47,0.0,,-72.4290399119793,SZ000017,0.01,-51.93,551347947,2.39,11,7233755.0,1.23
*ST中华B,S2804,12,1012686.0,7.5,-0.04,0.76,-55.03,0.0,,188755866,248362982,3503.0,False,-42.7905530924743,701971200000,100,-338217.0,419024440,,76.0,,,-51.801,-5.0,0.0,,-72.4290399119793,SZ200017,0.01,,551347947,0.53,11,1326000.0,1.66
易尚展示,S3604,0,60936517.0,2.6,-0.19,21.0,-16.53,0.237,43.99,2464616826,117362706,47598.0,False,4.399138774404965,1429804800000,100,-4751579.0,3245562873,-77.07909734458043,2.328,,,89.077,-0.9,0.0,,3.019975020194169,SZ002751,0.01,207.01,154550613,2.48,11,2912700.0,1.56
米奥会展,S4605,0,27806844.0,2.77,0.07,22.07,-18.55,4.566,44.01,552654870,25041000,2467.0,False,-18.49560428597395,1571673600000,100,920322.0,2210619480,5.364965399223709,4.584,,,32.678,0.32,0.0,,,SZ300795,0.01,33.51,100164000,5.0,11,1251316.0,1.05
科锐国际,S4605,1,59054746.0,4.96,-0.72,45.28,42.43,0.371,43.97,4108154252,90607725,7226.0,False,53.69806378174165,1496851200000,100,-9923146.0,8264892580,28.54770268902465,9.322,,,54.131,-1.57,0.58,,18.60354801368765,SZ300662,0.01,477.31,182287000,1.43,11,1300099.0,0.71
福成股份,S4605,2,14703806.0,3.02,-0.14,6.81,-3.81,2.158,61.27,5575353504,818700955,27001.0,False,-12.86253441040845,1089648000000,100,-3058082.0,5575353504,-14.59923710403028,2.702,,,29.531,-2.01,-0.15,,9.30706908014538,SH600965,0.01,172.55,818700955,0.26,11,2142540.0,0.7000000000000001
东宏股份,S6103,0,101681515.0,7.9,1.16,15.71,54.43,1.616,43.99,1436349590,91429000,3794.0,False,3.611891092038433,1509897600000,100,8708634.0,4028273366,13.40949643431635,2.32,,,20.507,7.97,0.26,,11.8102012151054,SH603856,0.01,26.7,256414600,7.33,11,6702850.0,0.97
西部建设,S6103,1,741388978.0,12.3,0.85,11.99,6.2,0.783,105.4,14856315612,1239058850,49064.0,False,5.322470641566035,1257177600000,100,129246404.0,15135628105,151.0566490763678,2.149,,,25.452,7.63,0.5,,8.754528523914198,SZ002302,0.01,64.53,1262354304,5.26,11,65128225.0,3.52
中航三鑫,S6103,2,149250413.0,7.75,0.46,7.69,38.56,0.0,193.74,6186565762,803450099,23869.0,False,-0.332436514029632,1187798400000,100,31828643.0,6187335000,0.694152411019866,9.202,,,67.343,6.36,0.79,,13.95973425013403,SZ002163,0.01,17.49,803550000,2.48,11,19895450.0,2.59
海南瑞泽,S6103,3,234563969.0,5.45,0.27,7.42,14.15,0.0,80.08,7285361785,981854688,33458.0,False,-18.88304009240052,1309968000000,100,37013266.0,8537917368,3.959483165094068,2.758,,,-18.265,3.78,-0.13,,-13.71525752131915,SZ002596,0.01,53.16,1150662718,3.27,11,32113746.0,1.5
扬子新材,S6103,4,25862512.0,6.13,0.1,3.36,-14.07,0.0,29.31,1502378590,447136485,8040.0,False,-4.592549388542189,1326902400000,100,-1138678.0,1720535040,48.42593042710313,4.148,,,-5.794,3.07,-0.59,,-51.5149824622939,SZ002652,0.01,44.23,512064000,1.7,11,7609961.0,5.98
深天地A,S6103,5,33326478.0,4.65,0.42,15.69,20.51,0.065,443.55,2172922718,138756240,9834.0,False,-8.288689228445833,736012800000,100,-1024189.0,2172922718,,4.706,,,89.099,2.75,-0.25,,5.370545885668751,SZ000023,0.01,127.94,138756240,1.55,11,2145800.0,0.8300000000000001
恒通科技,S6103,6,22940516.0,4.54,0.24,9.72,3.62,0.313,43.98,1656449595,170416625,8457.0,False,-21.85051062629918,1426694400000,100,-14433.0,2390267916,-38.99524266215706,1.555,,,38.998,2.53,-0.31,,4.05895747270718,SZ300374,0.01,33.14,245912337,1.4,11,2387475.0,0.96
永高股份,S6103,7,51094245.0,4.56,0.1,6.68,43.04,2.11,3.44,6080717013,910286978,10992.0,False,-0.639190529302413,1323273600000,100,1378926.0,7502976000,20.18143973687834,2.204,,,15.251,1.52,0.0,,15.17409227420533,SZ002641,0.01,116.61,1123200000,0.85,11,7779405.0,1.34
北京利尔,S6103,8,79787765.0,3.62,0.04,3.91,1.56,0.891,22.5,3252294474,831788868,15276.0,False,29.1813493259897,1271952000000,100,982316.0,4654819180,45.38529171678039,1.192,,,10.75,1.03,0.0,,11.69283231568075,SZ002392,0.01,-38.09,1190490839,2.43,11,20210954.0,2.43
东方雨虹,S6103,9,500819880.0,3.42,0.2,38.2,45.19,0.797,15.35,42074701712,1101431982,94344.0,False,17.42040293326696,1220976000000,100,30509393.8,59965775425,19.70493837888552,5.269,,,28.975,0.53,0.0,,21.31774242792177,SZ002271,0.01,3872.36,1569784697,1.2,11,13170851.0,0.86
万里石,S6103,10,34507384.0,6.5,0.06,14.83,3.49,0.0,44.1,2293068255,154623618,58669.0,False,-10.20152371285366,1450800000000,100,-2214807.0,2966000000,70.8937228995303,4.784,,,-84.773,0.41,0.2,,-5.514726628472964,SZ002785,0.01,438.74,200000000,1.52,11,2350900.0,0.86
*ST百特,S6103,11,7446598.0,4.01,0.01,2.75,-12.7,0.0,38.0,873451219,317618625,11562.0,False,-34.71187569889251,1261065600000,100,251127.0,2050756554,,27.5,,,-6.647,0.36,0.36,,-143.7940449868424,SZ002323,0.01,-71.06,745729656,0.85,11,2690000.0,1.85
坚朗五金,S6103,12,67273554.0,3.47,0.0,79.3,160.09,0.189,44.0,12328589683,155448111,10049.0,False,18.17895989752374,1459180800000,100,39088.0,25501337400,41.32396022333349,7.978,,,57.838,0.0,-0.76,,14.96991903149336,SZ002791,0.01,327.88,321540000,0.54,11,841534.0,0.81
丽岛新材,S6103,13,57665521.0,3.53,0.0,12.75,13.43,1.331,44.0,967192917,75858268,5698.0,False,-10.76599237776167,1509552000000,100,10680438.0,2663220000,-19.27658213712988,1.864,,,25.948,0.0,0.0,,7.407915074841213,SH603937,0.01,-6.59,208880000,5.95,11,4512871.0,1.1
雄塑科技,S6103,14,39977712.0,2.8,-0.02,13.21,26.05,1.735,44.03,1798130999,136118925,4857.0,False,-0.9604791761379181,1485100800000,100,1446255.0,4015840000,-2.483217260455061,2.471,,,19.394,-0.15,-0.53,,13.38510720905779,SZ300599,0.01,61.82,304000000,2.21,11,3012100.0,0.75
华立股份,S6103,15,2820622.0,2.35,-0.04,13.57,-6.86,1.69,43.98,1782066924,131324018,2662.0,False,2.164071631337827,1484496000000,100,0.0,1785426151,,1.688,,,28.569,-0.29,-0.15,,6.008191004995162,SH603038,0.01,-17.63,131571566,0.16,11,209732.0,0.49
万邦德,S6103,16,14111178.0,1.33,-0.04,9.73,2.96,0.0,64.78,1878441107,193056640,10757.0,False,-6.763405193873185,1163952000000,100,-723491.0,6015308126,24.19896063732438,2.408,,,33.569,-0.41,-0.21,,8.96519919216518,SZ002082,0.01,173.23,618222829,0.75,11,1444083.0,1.0
蒙娜丽莎,S6103,17,87988718.0,4.12,-0.13,29.72,48.45,1.187,44.01,4152722302,139026525,8895.0,False,1.843677634427387,1513612800000,100,4451015.0,12124136669,2.169249258687866,4.071,,,29.055,-0.44,-0.23,,14.98380547814455,SZ002918,0.01,104.39,405896775,2.11,11,2935375.0,0.89
友邦吊顶,S6103,18,9715951.0,2.35,-0.06,13.56,-19.0,1.103,44.0,900298640,66393705,33517.0,False,-17.3360327838861,1390838400000,100,-287763.0,1782432561,,1.439,,,26.265,-0.44,-0.22,,5.575358174809939,SZ002718,0.01,2.08,131447829,1.09,11,721940.0,0.76
北新建材,S6103,19,152374818.0,2.18,-0.12,23.7,-6.88,0.349,162.06,40058230934,1689507842,63291.0,False,0.756862813186787,865526400000,100,-6697149.0,40058230934,-73.28471001047771,2.864,,,273.727,-0.5,0.0,,1.023400688179783,SZ000786,0.01,1455.45,1689507842,0.38,11,6463743.0,0.65
鲁阳节能,S6103,20,6562908.0,0.76,-0.05,9.12,-14.61,3.272,135.45,2860011097,313597708,11963.0,False,-0.3468085041237191,1164816000000,100,-276798.0,3298722541,-3.203732418708238,1.465,,,10.648,-0.55,-0.11,,14.18974612801749,SZ002088,0.01,45.69,361702033,0.23,11,719000.0,0.87
悦心健康,S6103,21,7495485.0,1.92,-0.02,3.1,-15.3,0.0,215.55,2644237603,852979872,15680.0,False,-5.744316139563843,1187798400000,100,354184.0,2646702500,68.2502075328325,2.768,,,100.576,-0.64,0.32,,2.793081798232015,SZ002162,0.01,-65.6,853775000,0.28,11,2430065.0,1.3
青龙管业,S6103,22,16900455.0,1.23,-0.05,7.25,-10.6,2.072,29.2,2423848623,334323948,36926.0,False,-4.90046631303962,1280764800000,100,-645529.0,2428692000,,1.254,,,20.086,-0.68,0.28,,6.45262906594839,SZ002457,0.01,-41.41,334992000,0.7000000000000001,11,2338021.0,0.98
*ST罗普,S6103,23,3273642.0,1.39,-0.03,4.29,-4.67,4.63,44.5,2080520099,484969720,8344.0,False,-25.84945586220232,1263225600000,100,376749.0,2156169444,-21.06435721495698,1.737,,,-54.146,-0.6900000000000001,0.0,,-3.035695325697675,SZ002333,0.01,-46.96,502603600,0.16,11,759200.0,0.55
顾地科技,S6103,24,10086982.0,1.41,-0.02,2.81,-13.54,0.0,48.46,1429696933,508788944,13891.0,False,-27.1350495199233,1345046400000,100,987246.0,1678123008,-36.93713275073126,1.634,,,172.762,-0.71,0.0,,1.013650227330473,SZ002694,0.01,-32.49,597196800,0.7000000000000001,11,3577763.0,0.86
伟星新材,S6103,25,49958761.0,1.98,-0.1,12.55,-4.71,3.953,38.29,17740183595,1414687687,77276.0,False,-4.836019175461548,1268841600000,100,-3296853.0,19726836870,-7.476248943953689,4.98,,,21.021,-0.79,0.0,,24.2092801157035,SZ002372,0.01,324.18,1573112988,0.28,11,3992358.0,0.92
纳川股份,S6103,26,17707960.0,1.86,-0.03,3.74,-13.43,0.0,-4.58,3177416841,851854381,12846.0,False,-33.73205329782883,1302105600000,100,676840.0,3847676054,31.06794023892421,2.743,,,16.353,-0.8,0.0,,18.28366893493261,SZ300198,0.01,30.36,1031548540,0.56,11,4734590.0,1.1
海螺型材,S6103,27,4773731.0,1.06,-0.04,4.68,-19.17,0.636,163.1,1684800000,360000000,15124.0,False,-6.091119819043856,846000000000,100,-188294.0,1684800000,49.58532006988281,0.6920000000000001,,,-158.971,-0.85,-0.21,,-0.435147219419683,SZ000619,0.01,173.18,360000000,0.28,11,1017709.0,1.18
韩建河山,S6103,28,20078980.0,3.24,-0.06,7.03,-14.68,0.0,43.96,2062320800,293360000,22364.0,False,-35.73873998452613,1433952000000,100,-180422.0,2062320800,,2.966,,,-22.828,-0.85,-0.14,,-12.27380140453774,SH603616,0.01,4.51,293360000,0.97,11,2856600.0,1.05
龙泉股份,S6103,29,8138007.0,1.2,-0.04,4.14,-8.81,0.0,1.24,1925495652,465095568,9759.0,False,-29.05843682262637,1335369600000,100,-1074388.0,1955909772,-43.19853140290931,1.0,,,-323.203,-0.96,0.0,,-0.309066395479678,SZ002671,0.01,-19.82,472441974,0.42,11,1961800.0,1.26
正源股份,S6103,30,12215880.0,2.91,-0.02,2.04,-5.99,0.483,110.02,3081522000,1510550000,13245.0,False,-36.23700542085576,990633600000,100,76170.0,3081522000,240.8324368859599,1.147,,,-184.753,-0.97,0.0,,-0.620903850008086,SH600321,0.01,-46.56,1510550000,0.4,11,5994600.0,1.12
嘉寓股份,S6103,31,6156999.0,1.43,-0.03,2.76,-26.2,0.108,40.77,1971426600,714285000,23725.0,False,-28.48823590202896,1283356800000,100,-525139.0,1978257600,,1.468,,,-59.212,-1.08,0.0,,-2.450471787816588,SZ300117,0.01,-46.12,716760000,0.31,11,2224604.0,1.27
瑞泰科技,S6103,32,8118543.0,1.58,-0.1,8.78,11.85,0.0,107.46,2028180000,231000000,22737.0,False,10.60039880429036,1156262400000,100,-595966.0,2028180000,,4.597,,,226.644,-1.13,0.11,,2.045649359775239,SZ002066,0.01,122.32,231000000,0.4,11,925300.0,0.75
科顺股份,S6103,33,97338340.0,3.91,-0.37,20.33,79.59,0.0,44.02,6109863193,300534343,9224.0,False,41.61353994728785,1516809600000,100,-3587113.0,12355020788,5.341324868947783,3.884,,,35.256,-1.79,0.3,,11.43064235092352,SZ300737,0.01,74.03,607723600,1.59,11,4786471.0,0.75
开尔新材,S6103,34,28623869.0,2.0,-0.11,5.89,-4.74,0.593,27.25,1860516425,316414358,11655.0,False,-22.80891734663337,1308672000000,100,-2428817.0,3007173626,,3.328,,,31.346,-1.83,-0.17,,10.82101118398544,SZ300234,0.01,143.07,511424086,1.53,11,4836039.0,0.81
凯伦股份,S6103,35,37816013.0,4.31,-0.7000000000000001,35.46,70.4,0.277,44.0,2778659784,78360400,6085.0,False,64.44860768134549,1508947200000,100,-1769763.0,6060379950,68.06491272868777,5.576000000000001,,,41.738,-1.94,-0.51,,18.86949752564768,SZ300715,0.01,388.13,170907500,1.35,11,1061070.0,0.76
濮耐股份,S6103,36,10921272.0,2.09,-0.09,4.21,-1.64,1.632,213.15,2883200636,686476342,12409.0,False,9.298745061453317,1209052800000,100,-3029468.0,4341786872,137.5326426209677,1.495,,,16.455,-2.09,-0.9500000000000001,,10.54027915009138,SZ002225,0.01,-28.55,1033758779,0.38,11,2578300.0,0.65
垒知集团,S6103,37,104833521.0,5.4,-0.29,11.0,82.12,0.713,3.39,5742446017,522040547,13962.0,False,8.308756814430108,1273075200000,100,-2691373.0,7617594897,7.627526414931252,2.643,,,20.758,-2.57,-0.09,,13.46328695245844,SZ002398,0.01,141.2,692508627,1.78,11,9298051.0,0.72
四川金顶,S6103,38,68262813.0,3.71,-0.19,6.54,-16.26,0.0,2410.0,2282394600,348990000,47097.0,False,-9.392182520014082,750009600000,100,-691654.0,2282394600,-0.345493162293975,18.657,,,59.223,-2.82,-0.46,,39.05958466867768,SH600678,0.01,0.68,348990000,3.02,11,10531531.0,1.21
兔宝宝,S6103,39,98967526.0,4.12,-0.26,8.0,8.84,3.049,20.28,5936133137,743876333,67490.0,False,-6.888154235509014,1115654400000,100,-5832922.0,6182552896,,3.818,,,22.591,-3.15,0.25,,16.4936796554062,SZ002043,0.01,932.1,774756002,1.66,11,12341540.0,0.77
三圣股份,S6103,40,78251790.0,5.42,-0.26,6.94,14.52,0.551,43.99,2847588750,409725000,9177.0,False,7.316244518452808,1424102400000,100,-3069274.0,3002400000,-26.88537218202796,1.947,,,27.505,-3.61,-0.14,,7.088151767224805,SZ002742,0.01,39.0,432000000,2.68,11,10969800.0,1.59
东方环宇,S4103,0,65610580.0,4.74,0.68,17.55,-12.29,2.658,44.0,1023860243,58339615,6865.0,False,39.78743746708913,1531065600000,100,4074522.0,2808000000,38.95416207157027,2.314,,,20.152,4.03,0.34,,11.89631098858802,SH603706,0.01,-8.73,160000000,6.51,11,3798100.0,2.24
新疆火炬,S4103,1,24414370.0,5.97,0.46,13.87,-16.4,0.471,43.97,1209949450,87235000,7021.0,False,36.45017333784543,1514908800000,100,1791163.0,1962605000,-19.97899158673737,1.699,,,27.097,3.43,3.67,,6.462034447860184,SH603080,0.01,-18.9,141500000,2.08,11,1818394.0,1.22
百川能源,S4103,2,24414986.0,0.89,0.05,5.66,-16.76,7.535,252.5,7937531430,1402390712,13870.0,False,8.026235977209616,750873600000,100,4387490.0,8165910155,-20.43394138439684,1.755,,,13.735,0.89,0.18,,13.359110082506,SH600681,0.01,314.13,1442740310,0.31,11,4315752.0,1.52
*ST中天,S4103,3,11063015.0,5.75,0.0,0.87,-65.34,0.0,6.25,1168777190,1343422057,12811.0,False,-54.34265802109189,767203200000,100,737983.0,1188989310,,2.719,,,-0.371,0.0,0.0,,-149.4920668675936,SH600856,0.01,-19.76,1366654379,0.96,11,12864402.0,1.0
国新B股,S4103,4,15887.0,3.76,0.0,0.266,-28.3,0.0,21.05,29193327,109749348,1246.0,False,-7.854925025375237,749145600000,100,0.0,288520542,,0.543,,,-35.997,0.0,0.0,,-1.515988014143669,SH900913,0.001,104.77,1084663692,0.05,11,60060.0,0.45
南京公用,S4103,5,5079473.0,0.73,-0.01,4.1,-9.49,1.582,77.68,2342125960,572646934,4881.0,False,-10.31093890665613,839260800000,100,-394276.0,2342125960,-28.01630989549595,0.901,,,24.053,-0.24,0.24,,3.774607778962835,SZ000421,0.01,255.69,572646934,0.22,11,1240200.0,0.77
贵州燃气,S4103,6,41474529.0,1.78,-0.03,10.11,-31.6,0.504,43.89,6386721421,631723187,30757.0,False,8.658168969365466,1509984000000,100,-6505397.0,11507050623,-10.97764548985722,4.326,,,68.912,-0.3,0.8,,6.290725532033378,SH600903,0.01,436.9,1138185027,0.66,11,4148165.0,1.32
皖天然气,S4103,7,10939799.0,0.71,-0.04,9.86,-11.57,2.119,43.96,3312960000,336000000,5833.0,False,20.57930931390419,1483977600000,100,-822658.0,3312960000,11.01158403029578,1.468,,,15.867,-0.4,0.2,,9.604466353964519,SH603689,0.01,-10.11,336000000,0.33,11,1108100.0,1.1
*ST升达,S4103,8,4670655.0,2.73,-0.01,2.19,-2.23,0.0,94.96,1647598905,752328267,8141.0,False,-23.60954896008233,1216137600000,100,-776516.0,1647598905,,7.552,,,-1.295,-0.45,0.0,,-149.1758693363076,SZ002259,0.01,-36.75,752328267,0.28,11,2135400.0,1.18
胜利股份,S4103,9,9009849.0,0.9400000000000001,-0.02,3.17,-10.96,1.094,70.0,2776107941,875743830,9733.0,False,-8.614787984925309,836323200000,100,-1245560.0,2789868360,6.194552517345753,1.14,,,23.584,-0.63,0.0,,4.979369219020133,SZ000407,0.01,307.44,880084656,0.32,11,2834932.0,0.61
